text,emotion
Nothing seems to cheer me up lately. No way!,sadness
I wish I could take back my words. This just happened.,shame
I can't breathe when I'm anxious. It left me stunned.,fear
I wish I could take back my words. Can you believe it?,shame
The thought of losing my job terrifies me.,fear
"Wow, I didn’t expect that at all! I still can't believe it.",surprise
I'm really scared of the dark. I still can't believe it.,fear
The thought of losing my job terrifies me.,fear
I'm furious about how they treated me.!,anger
I miss my family so much. I couldn't believe it.,sadness
My best friend moved away. Honestly.,sadness
I can't stand people who lie.,disgust
Laughing with friends is the best feeling.,joy
I just got a promotion at work! It left me stunned.,joy
I just got a promotion at work! Honestly.,joy
The thought of losing my job terrifies me. I'm speechless.,fear
"Wow, I didn’t expect that at all! It really happened.",surprise
I'm mad at myself for forgetting that. It was unexpected.,anger
I just got a promotion at work! I'm still processing it.,joy
I had cereal for breakfast today. That really hit me.,neutral
I feel so ashamed of myself. I couldn't believe it.,shame
I just want to be alone and cry. Seriously.,sadness
Laughing with friends is the best feeling. I'm telling the truth.,joy
Why do people always interrupt me? No way!,anger
Why do people always interrupt me? I still can't believe it.,anger
I'm furious about how they treated me. No way!,anger
I feel embarrassed about what I did. This just happened.,shame
I just want to be alone and cry. It's real.,sadness
I miss my family so much. It's real.,sadness
This situation makes me sick. That really hit me.,disgust
Nothing seems to cheer me up lately. It left me stunned.,sadness
That food smelled terrible. It was unexpected.,disgust
The weather is moderate and cloudy. It was unexpected.,neutral
I had no idea you were coming! No way!,surprise
That’s the most disgusting thing ever. I couldn't believe it.,disgust
"Wow, I didn’t expect that at all! I feel overwhelmed.",surprise
I can't believe I acted like that. I feel overwhelmed.,shame
I can't stand people who lie. I couldn't believe it.,disgust
I'm afraid of what might happen next. That really hit me.,fear
"Wow, I didn’t expect that at all!!",surprise
This situation makes me sick. I still can't believe it.,disgust
Today has been really hard for me. Can you believe it?,sadness
This surprise party is amazing! I'm still processing it.,joy
The weather is moderate and cloudy. I couldn't believe it.,neutral
The thought of losing my job terrifies me. I feel overwhelmed.,fear
What if I fail the exam tomorrow? Can you believe it?,fear
I can't believe I acted like that. It really happened.,shame
I miss my family so much. I couldn't believe it.,sadness
The sight of that was revolting.,disgust
Laughing with friends is the best feeling.,joy
That’s the most disgusting thing ever. No way!,disgust
I can't believe I acted like that. I'm speechless.,shame
This gift is such a wonderful surprise. That really hit me.,surprise
I'm so proud of my accomplishments..,joy
This is so frustrating and annoying! It was unexpected.,anger
This gift is such a wonderful surprise. It left me stunned.,surprise
The thought of losing my job terrifies me. It's real.,fear
This surprise party is amazing! Seriously.,joy
I can't breathe when I'm anxious. I still can't believe it.,fear
Today has been really hard for me. I feel overwhelmed.,sadness
That's unbelievable news! Honestly.,surprise
Laughing with friends is the best feeling. Honestly.,joy
I can't believe I acted like that. I still can't believe it.,shame
Everyone was watching when I slipped. I still can't believe it.,shame
This is so frustrating and annoying!,anger
The meeting is scheduled at 3 PM. That really hit me.,neutral
The sight of that was revolting.!,disgust
I can't believe I acted like that. Honestly.,shame
That was completely unfair and wrong. I still can't believe it.,anger
I can't believe I acted like that. It really happened.,shame
I'm really scared of the dark. I feel overwhelmed.,fear
I'm afraid of what might happen next..,fear
The thought of losing my job terrifies me. It really happened.,fear
Why do people always interrupt me? Can you believe it?,anger
What a beautiful sunny day! This just happened.,joy
I'm furious about how they treated me. Honestly.,anger
This situation makes me sick. This just happened.,disgust
The weather is moderate and cloudy. I feel overwhelmed.,neutral
I can't stand people who lie. It really happened.,disgust
I can't believe I acted like that. That really hit me.,shame
Everyone was watching when I slipped. Honestly.,shame
I had cereal for breakfast today. I'm not joking.,neutral
I'm furious about how they treated me. I'm speechless.,anger
I had cereal for breakfast today. No way!,neutral
I'm mad at myself for forgetting that.,anger
I can't believe I acted like that. This just happened.,shame
What if I fail the exam tomorrow? I'm speechless.,fear
This is so frustrating and annoying! That really hit me.,anger
The meeting is scheduled at 3 PM. It was unexpected.,neutral
I can't breathe when I'm anxious. It really happened.,fear
The weather is moderate and cloudy. This just happened.,neutral
She wore a red dress to the event. That really hit me.,neutral
Nothing seems to cheer me up lately. It really happened.,sadness
I can't believe I acted like that. I'm telling the truth.,shame
That’s the most disgusting thing ever. No way!,disgust
I’m just reading a book now. It was unexpected.,neutral
I'm furious about how they treated me. It left me stunned.,anger
I'm furious about how they treated me. I feel overwhelmed.,anger
The thought of losing my job terrifies me. I still can't believe it.,fear
I feel embarrassed about what I did. Seriously.,shame
She wore a red dress to the event..,neutral
Nothing seems to cheer me up lately. I'm not joking.,sadness
I had no idea you were coming! It was unexpected.,surprise
I can't believe I acted like that. I'm still processing it.,shame
I just got a promotion at work! It's real.,joy
Today has been really hard for me..,sadness
I'm so proud of my accomplishments. No way!,joy
You threw me a party? I'm shocked! Seriously.,surprise
I wish I could take back my words. I'm speechless.,shame
I'm furious about how they treated me. It was unexpected.,anger
That’s the most disgusting thing ever. I feel overwhelmed.,disgust
What a beautiful sunny day! It left me stunned.,joy
I just got a promotion at work! I couldn't believe it.,joy
Nothing seems to cheer me up lately. I'm telling the truth.,sadness
Why do people always interrupt me? It was unexpected.,anger
The meeting is scheduled at 3 PM. It left me stunned.,neutral
I had no idea you were coming! This just happened.,surprise
The weather is moderate and cloudy. No way!,neutral
This surprise party is amazing! It really happened.,joy
"Wow, I didn’t expect that at all! This just happened.",surprise
What a beautiful sunny day! I'm still processing it.,joy
I can't believe I acted like that. It really happened.,shame
That food smelled terrible. It really happened.,disgust
Why do people always interrupt me? I'm still processing it.,anger
What a beautiful sunny day! I couldn't believe it.,joy
I wish I could take back my words. It was unexpected.,shame
I just got a promotion at work! I'm telling the truth.,joy
"Wow, I didn’t expect that at all! I'm not joking.",surprise
I'm mad at myself for forgetting that. It's real.,anger
That food smelled terrible.!,disgust
This situation makes me sick. I feel overwhelmed.,disgust
Today has been really hard for me. I'm still processing it.,sadness
I miss my family so much. That really hit me.,sadness
I'm so proud of my accomplishments. It's real.,joy
That's unbelievable news! I'm not joking.,surprise
I can't believe I acted like that. I'm speechless.,shame
I wish I could take back my words. I still can't believe it.,shame
This is so frustrating and annoying! I couldn't believe it.,anger
I had cereal for breakfast today. It was unexpected.,neutral
The thought of losing my job terrifies me. Can you believe it?,fear
"Wow, I didn’t expect that at all! No way!",surprise
This surprise party is amazing! It was unexpected.,joy
You threw me a party? I'm shocked! I feel overwhelmed.,surprise
I can't breathe when I'm anxious. I'm telling the truth.,fear
My best friend moved away. Honestly.,sadness
What if I fail the exam tomorrow? I'm not joking.,fear
That was completely unfair and wrong.,anger
I just want to be alone and cry.!,sadness
The meeting is scheduled at 3 PM. It's real.,neutral
The meeting is scheduled at 3 PM. It really happened.,neutral
"Wow, I didn’t expect that at all! I'm telling the truth.",surprise
The thought of losing my job terrifies me. Seriously.,fear
This situation makes me sick. I'm speechless.,disgust
This gift is such a wonderful surprise. I couldn't believe it.,surprise
What a beautiful sunny day! No way!,joy
I can't stand people who lie. That really hit me.,disgust
